번호	글쓴이	날짜	조회수	추천수	댓글수	제목	URL	본문
44	쓰니	2022.02.03 19:36	8,740	12	18		https://pann.nate.com/talk/364862174?page=2	엄마의 말장난과 차별이 너무 힘들게 하네요…  평소에 남동생에게 얘기할때는 다정하게 얘기하고 잔소리도 거의안하고 똑같이 정리가 안되있는데 저한테만 잔소리하고 톡톡쏘고 잘지내려다가도 한번씩 억울합니다 그러면서 저보고 꼬이고 비참하데요.   제가 한번은 늦게 일어났는데 아점먹으려고 나와서 엄마에게  “식판이 어디갔어요?” 물어보니까  “ㅇㅇ(동생)은 밥먹고있어~”   보통 이런상황에서는 —> “ㅇㅇ가 밥먹고있어~“ 라고 해야하지않나요?  제가 예민한걸까요?   평소에 아침에 늦게 일어나면 알게모르게 싸늘해져있거나 잔소리를 하셔서 제가 또 그러나 예민한걸수도 있는데..  평소 아들에 대한 차별을 받아온 느낌을 받아서 그런가 더 예민하게 들리는 걸까요  저만 그렇게 느끼는건지 궁금합니다..  아니라고 제가 꼬였다고 제가 잘못했다고 평소에도 업청 몰아세웁니다..  아빠랑 싸울때도 엄마 잘못은 항상 절대 없고. 정말 혼자 고귀하고 잘났어요  대화할때도 불리하면 요리조리 불리할때 피해다니고  말장난만 해서 스트레스가 쌓이고 먼저 화해하는것도 지치네요… 아빠도 이런 이유로 엄마랑 얘기를 잘 안해요..  말장난으로 끝까지 우기는 것을 혼자 이기려면   충분히 제가 그렇게 느낄 여지가 있는지 다른사람의 의견이  저에게 필요한것 같습니다..
45	안녕	2022.01.25 19:09	841	9	0	도와주세요 돈쭐이 시급합니다	https://pann.nate.com/talk/364722167?page=2	안녕하세요. 저는 경남에 거주 중인 30대입니다. 다름이 아니라, 미스터피자 용인동백점에서 근무하시는 고종화 님의 선행을 혼자만 알 수 없어 생전 처음 게시판에 글을 작성하려고 합니다. 글이 다소 지루하거나 매끄럽지 않더라고 꼭 읽어주시길바랍니다. 며칠전 친한 친구가 부친상을 당해 빈소를 가던 중 화장실을 이용하기위해 진영휴게소를 들렀습니다. 옷 매무새를 가다듬는 동안 클러치를 차 위에 두었는데 깜빡한채 그대로 출발을 해버렸고, 사실을 인지한 후 불안한 마음으로 휴게소를 향하던 중 카드 회사로부터 한통의 전화를 받았습니다. 제 클러치를 습득한 분이 저의 연락처를 확인할 방법이 없어 지갑 속 카드회사에 직접 전화를 주셨다며.. 연락처를 알려줄테니 전화하여 분실물을 찾으라고 하더군요. 세상에나. (참고로 클러치는 고가의 제품이며 지갑 속에 큰돈은 아닐 수 있지만 수십만원의 현금도 포함되어있었답니다.) 식은땀을 닦고는 남겨진 번호로 전화를 걸었는데.. 거주지가 멀다는 사실을 들으시곤 친히 택배를 보내주시겠다고 하시더라구요. 제가 너무 감사한 마음에 사례는 어떻게 해드리면 될지를 여쭤봤는데, 사례를 바란게 아니라며 극구 사양하셨습니다ㅠㅠ 19일이 제 생일이라.. 제가 생일 선물을 받은 기분이라며 몇번의 감사 인사를 전하고 통화를 마무리했는데..  오늘 집으로 택배가 왔어요. 클러치는 선불로 보내주셨구요..! 생일 축하한다며 피자 쿠폰까지 넣어주셨어요..ㅠㅠ 죽을때까지 미스터피자만 먹을거에요. 감사의 인사를 전할 길이 없어 고민을 하다, 보내주신 택배가 미스터피자 용인동백점으로 되어있어서 칭찬글이라도 적어봅니다. 용인동백점 사장님, 그리고 미스터피자 대표님! 고종화 님 꼭 칭찬의 칭찬을 함께 해주시면 감사하겠습니다. 좋은 분이 계신 브랜드라 믿고 먹을 수 있는 음식만 만들어주실거라고 생각이 듭니다. 이렇게 감사하고 친절한 분을 위해 고작 칭찬글을 쓰는 것 밖에 보답할 방법이 없어 무척 아쉬울 따름입니다. 고종화 님의 미담은 곳곳에 소개하여 선행이 박수받을 수 있기를 기대합니다. 코로나로 모두가 힘든 시기인데, 2022년에는 이 글을 읽은 모든 분들이 행복하고 따뜻해지셨으면 좋겠습니다. 클러치와 쿠폰 인증사진 함께 올립니다.
46	실화탐사대	2022.01.24 17:25	384	0	0	MBC <실화탐사대>에서 소중한 제...	https://pann.nate.com/talk/364705063?page=2	***MBC <실화탐사대>에서 소중한 제보를 기다립니다. *** 안녕하세요. MBC <실화탐사대> 제작진입니다. 실화탐사대는 동시대를 사는 사람들의 '나도 겪을 수 있었던'극적인 실화를 찾아 깊이 있는 취재와 영화적인 스토리텔링을 통해우리 사이의 공감을 넓히고 사회적 메시지를 전달하는 프로그램입니다. 사소한 이야기여도 좋으니많은 제보 부탁드립니다. - 억울하고 기막힌 일을 당하거나 목격하신 분, - 가족, 연인, 지인 등 주변과의 갈등으로 고민 중이신 분, - 방송을 통해 문제를 알리고 싶거나 해결하고 싶으신 분, - 어려움에 처한 주변을 돕고 싶으신 분, - 혼자서 고민하던 이야기가 있으신 분, - 도움이 필요한 상황이지만 방법을 몰라 막막하신 분, - 감동적인, 가슴아픈, 기막힌 사연이 있으신 분 제보자의 신분은 철저히 보호되며, 제공하신 정보는 본 프로그램 제작 이외의 목적으로 사용되지 않습니다. E-mail: silhwa@mbc.co.krTel.: 010-3097-7893 * 홈페이지와 카카오플러스를 통한 제보도 가능합니다 카카오플러스 : 실화탐사대홈페이지: http://www.imbc.com/broad/tv/culture/truestory/jebo/
47	쓰니	2022.01.22 22:25	360	0	1	상대를 믿어주는 힘에 대해서	https://pann.nate.com/talk/364667893?page=2	뉴욕에 한 사업가가 지하철 역에서 연필을 판매하는 거지의 돈통에 1달러 짜리 지폐를 넣고 급하게 지하철을 탔습니다.https://youtu.be/EdwCfUGL4qw
48	쓰니	2022.01.22 14:46	629	2	0	버스에서 코피남	https://pann.nate.com/talk/364663029?page=2	고3인데 알바하랴 공부하랴 바쁜 나날 보내고 있는 중인데 오늘 알바 면접 보러 버스를 타고 가는데 코피가 나는거야 요즘 공부하느라 요며칠 밤을 샜거든… 그래서 기사님한테 가서 휴지 있냐고 물어봤다? 코피가 난다구. 그랬더니 첨에는 없다고 하시다가 버스 멈춰가지고 찾아보더니 나 주셨어ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 진짜 너무 천사야 너무 착하셔  버스 안에서 코피 나자마자 ㅈ됐음을 느꼈는데 진짜 기사님 너무 착하셔서 버스에서 울 뻔 했잖아..
49	산으로간고등어	2022.01.21 22:00	358	1	0	우리가 몰랐던 휠체어 지도 만드는 ...	https://pann.nate.com/talk/364653850?page=2	3줄 요약1. K리그 팬들에게 장애인 주차장에서 경기장까지 드리블로 가게함   (단, 공이 바닥에서 떨어지면 탈락)2. 그럼 드리블한 길이 곧 휠체어로 갈 수 있는 길이 되는 거임 ㅇㅇ3. 드리블한 길을 GPS로 추적해서 축구장의 휠체어 안내 지도 만들었음출처: K리그 유튜브 - 모두의 드리블 캠페인https://www.youtube.com/watch?v=2kG2Rwxdc7Q
50	도와주세요	2022.01.20 22:33	339	0	0	어머니의 급성백혈병 치료를 도와주세...	https://pann.nate.com/talk/364639833?page=2	www1.president.go.kr/petitions/Temp/cKL25s제 평생을 같이 해온 친구의 이야기입니다. 한번만 읽어봐 주시고 국민청원에서 동의를 부탁드립니다.국민청원으로 올라가려고 한다면 사전동의 100명이 필요하다고 합니다.부디 10초의 시간으로 환우분들께 희망의 메시지를 전달해주세요.안녕하세요. 저의 사랑하는 어머니께서는 급성백혈병이 3년 6개월만에 재발하게 되었습니다. 그리고 또 한 번의 힘겨운 싸움을 앞두고 있습니다.만약 그 싸움을 제가 대신 할 수 있다면 천 번이고 만 번이고 제가 대신 싸우고 찢기고 또 싸우고 하고 싶은 마음입니다. 하늘이 그런 기회를 주셨으면 좋겠다는 마음으로 기도를 하는 나날을 보내고 있습니다.과거 처음 백혈병 진단을 받고 어머니께서는 정말 힘겨운 사투를 벌이셨습니다. 유전자검사에서 백혈병 중에서도 나쁜 유전자에서 백혈병이 발현이 되었기 때문입니다. 백혈병 역시도 다양한 종류가 있다고 하는데 예후가 나쁜 백혈병이었습니다.당시에 저는 정말 하늘이 무너지는 느낌이었습니다. 정신을 차리기 힘들었고 세상이 노랗게만 변해가는 느낌이었습니다.더 큰 문제는 1차, 2차 치료에도 충분히 관해에 도달하지 못한 상태로 골수이식을 받으시게 되었습니다. 하지만 간절한 마음이 천운까지 닿았던 까닭인지 어머니의 상태는 호전이 되셨고 결국 3년 6개월 여 동안 재발없이 일상생활을 유지하시게 되었습니다.그러나 또 한 번 날벼락 같은 소식이 날아들게 되었습니다. 평범한 일상이 행복이라는 것을 채 다 느끼기도 전에 또 다시 하늘이 무너지는 소식이 들려왔습니다. 갑자기 몸이 안좋으시다고 말을 하시던 근래 며칠 전, 어머니께서는 병원에서 청천벽력 같은 백혈병 재발 진단을 받으셨습니다.첫 번째 치료를 하셨을 때 화학적치료를 통해 충분한 효과를 보지 못하셨었고 또 어머니의 몸이 많이 약화되신 만큼 병원에서는 먹는 항암제 종류인 벤클렉스타라는 약을 사용해야 한다고 이야기를 했습니다.이 벤클렉스타라는 약은 먹는 항암제입니다. 백혈병 환우들에게 몸의 부담을 낮춰주고 빠르게 백혈병을 치료해나갈 수 있는 약이며 신약이라고 했습니다. 그러나 정말 큰 문제가 아직까지 건강보험에 아직까지 포함되지 않았다는 것이었습니다.월 800만원이나 되는 돈이 필요한 상황이고 마음 같아서는 무엇이든 해서라도 꼭 이 비용을 마련하여 어머니가 최대한 최선의 치료를 받길 바라는 간절한 마음입니다.사람의 생이라는 것이 이렇게 직접적으로 돈으로 인해서 갈릴 수가 있겠구나 생각을 또 한 번 하게 되었고 눈물이 앞을 가렸습니다.삶의 희망을 부디 아픔으로 인해서 또 돈으로 인해서 포기하지 않도록 급여화가 빠르게 이루어질 수 있었으면 합니다.부디 벤클렉스타와 같은 약들이 빠르게 급여화가 될 수 있도록 도와주세요. 어머니께서 끝까지 병마와 싸워나갈 수 있는 힘을 주세요. 급여화가 되어 어머니께서 최선의 치료를 받으실 수 있다면 저의 여한은 정말 없을 듯 합니다. 평생 국민여러분께 은인이라는 마음으로 백번이고 천번이고 감사하며 봉사로서 살아가겠습니다. 부디 어머니의 따뜻한 미소와 사랑이 돌아올 수 있도록 도움을 주세요.
51	ㅇㅇ	2022.01.20 07:37	484	0	0	쓰러진 노인 겉옷 벗어준 여경 주작	https://pann.nate.com/talk/364631666?page=2	어 아니래   왜 이런건 이슈 안되냐.   https://cm.asiae.co.kr/ampview.htm?no=2022011920292185163
52	ㅇㅇ	2022.01.19 18:05	277	0	0	힐링	https://pann.nate.com/talk/364621932?page=2	
53	실화탐사대	2022.01.18 12:55	323	0	0	***MBC <실화탐사대>에서 소중...	https://pann.nate.com/talk/364603036?page=2	***MBC <실화탐사대>에서 소중한 제보를 기다립니다. ***     안녕하세요. MBC <실화탐사대> 제작진입니다.     실화탐사대는 동시대를 사는 사람들의 '나도 겪을 수 있었던'     극적인 실화를 찾아 깊이 있는 취재와 영화적인 스토리텔링을 통해     우리 사이의 공감을 넓히고 사회적 메시지를 전달하는 프로그램입니다.      사소한 이야기여도 좋으니 많은 제보 부탁드립니다.      - 억울하고 기막힌 일을 당하거나 목격하신 분,     - 가족, 연인, 지인 등 주변과의 갈등으로 고민 중이신 분,     - 방송을 통해 문제를 알리고 싶거나 해결하고 싶으신 분,     - 어려움에 처한 주변을 돕고 싶으신 분,     - 혼자서 고민하던 이야기가 있으신 분,     - 도움이 필요한 상황이지만 방법을 몰라 막막하신 분,     - 감동적인, 가슴아픈, 기막힌 사연이 있으신 분      제보자의 신분은 철저히 보호되며, 제공하신 정보는 본 프로그램 제작 이외의 목적으로      사용되지 않습니다.      E-mail : silhwa@mbc.co.krTel. : 010-3097-7893     * 홈페이지와 카카오플러스를 통한 제보도 가능합니다     카카오플러스 : 실화탐사대홈페이지: http://www.imbc.com/broad/tv/culture/truestory/jebo/
54	권나나	2022.01.17 13:09	457	0	0	“세계는 지금 신천지 열풍” 신천지...	https://pann.nate.com/talk/364588950?page=2	“세계는 지금 신천지 열풍” 신천지 북중남미 온라인 기자회견 경인종합일보-신천지 이만희 총회장 북중남미 온라인 기자회견 “대화하자”https://cafe.naver.com/scjpress/21680신천지예수교 증거장막성전(총회장 이만희, 이하 신천지예수교회)은 유튜브를 통해 시온기독교선교센터 초등과정인 ‘천국비밀 비유와 실상 증거’ 세미나 관련하여  지난 15일(한국시간) ZOOM 화상회의 시스템을 이용하여 온라인 기자회견을 진행하였습니다.  이번 기자회견은 지난해 2021년 10월 18일부터 시작되어 세계적으로 열풍을 이끈 요한계시록 세미나 결과와 함께, 올해 새롭게 추진하고 있는 천국비밀 비유와 실상 증거 세미나를 설명하는 자리로 마련되었는데요.이만희 총회장님이 직접 참여해 신앙을 시작하게 된 계기와 최근 진행하고 있는 온라인 세미나 목적 등을 설명하고 기자들의 질문에 답변해주셨습니다.
55	공유	2022.01.15 09:50	554	0	0	베트남 8살 꼬마들이 운영하는 시골 카페	https://pann.nate.com/talk/364558009?page=2	외국인들은  전혀 없는 베트남 어느 시골 마을...우연히 들어간 카페에서 어려보이는꼬마아이들 둘이 카페를 운영하고 있다....동갑내기 8살의 흐엉과 아잉은 당돌하게 내게 오렌지주스와 복숭아차 중에 주문을 하라고 하는데...처음에는 어린아이들이 만들어준다는 것에 믿지 못했지만능숙한 칼솜씨에 아직은 어설프지만 오렌지 쥐어짜기도잘하는 모습을 보며 여러번 해본 솜씨인것을 확인하게 되었다.8살 꼬마아이들이 만들어준 오렌지주스를 맛있게 먹고... 그리고 대반전...역시 아이들이라 아직 돈 계산은 약하다... ^^;;;;한국의 1990년 이전처럼 베트남의 아이들은 부모님이 없을때부모님 일을 대신하면서 자연스레 그일들을 습득하는것이 아닐까?...라는 생각에 잠시 어렸을때 옛 추억에 잠겨 본다....(수익이 없는 저에게 구독과 좋아요는 동영상을 제작하는데 큰힘이 됩니다.)-동영상 링크-https://youtu.be/E8QlSRWuOB8
56	뉴뉴	2022.01.14 08:57	565	6	0	참된 스승이시네요 관장님~~!!!	https://pann.nate.com/talk/364544033?page=2	안녕하세요.. 부평5동에서 초등 남매를 키우는 평범한 주부예요... 참 안타깝고 훈훈한 일이 있어 많은분들께 알리고싶어 글을 쓰게 되었어요..두서없고 조금 길지만 이해해주세요^^  코로나 장기화가 지속되면서 아이들이 다니는 학교.학원도 피할수 없었는데요...이번에 아이들이 다녔던 태권도학원에서 코로나 확진자가 발생하였고 선제검사후 생각보다 추가확진된 아이들과 n차감염된 아이들이 많아서  자가격리에 들어간 아이들도 적지않게 발생되었어요. 이로인해 관장님께서 너무 많이 자책을하시기도하고.. 아이들이 걱정되어  직접 준비하신 구호물품박스와 아이들 한명한명에게 손편지를 쓰셔서 집집마다 전해주신다는 이야기를 들었어요... 아는 동생이 카톡으로 사진을 보내 주어서 봤는데 너무 울컥하더라구요...ㅠㅠ 아직 결혼도 안하신 젊은 관장님이신데..참 처음부터 끝까지 아이들과 학부모 걱정이시구나...저손편지를 쓰시면서 마음이  어떠셨을까... 사실 이번일로 아무 잘못없이 많은 손가락질과 원망?을 받으셨거든요...정작 그 태권도 학원에 보내는 부모님들은 관장님께서 방역과 아이들에게 최선을 다하시는 모습을 너무도 잘 알고 있었기에 이번일 잘 이겨내자고 서로 응원하고 위로하며 지내고 있는데... 처음 확진자 아이가 다니는 근처 초등학교아이들도 검사를 받게 되니 전부는 아니지만 일부 학부모의 원망과 비난의 목소리가 있었나봐요..  쉬쉬하는 타학원관계자들 과는 너무도 다르게  아침이고 밤이고 그때그때 전체적으로 밴드에 공지도 하시고 단체문자 개별연락까지 발빠르게 대처 해 주시면서,혹시나 더 크게 확산될까 주변분들에게 까지 알리라고 ...보건당국보다 더 빠르고 세심하게 공지해 주셨는데....참 안타깝고 마음이 아프더라구요... 음...솔직히 제 생각은 ... 현재 우리는 처음 겪어보는 코로나19로인하여 안힘든 사람도없고..  당장 내가 감염이되고, 내아이가,내부모가,내주변사람들이 감염될수있는 세상에 살고있기 때문에 정말 무개념으로 방역수칙을 위반하지 않았다면 누구의 잘못이 아니라고 생각해요... 처음 코로나가 발생 되었을때는 확진자 1명만 발생되어도 정말 그주변에 사람들도 찾아보기 힘들었고 사회적으로 이슈가 되었던 대표적인몇몇 사례(신천지,이태원 클럽등) 들이 방역수칙을 지키지 않고 위반한 사례들 이였기에 확진자가 발생되면 손가락질 받고 기피대상이 되었었죠.. 하지만 이제는 그때와는 상황이 너무도 다른데... 하루에도 수천명씩 확진가 발생되고있는데.... 눈에 보이지도 않는 바이러스고  피하고싶다고 피해지지도 않는건데...누구의 잘못도 아닌데....누구의 탓을 한다는 자체가 ...참 ...ㅠㅠ  그 일부 학모들에게 한마디 하고 싶어요.. 이번에는 내일이 아니여서 내자식이 코로나 검사를 하게되어서 안쓰러워서 원망하고 상처를주었나요? 딱 한번만 입장을 바꿔서 생각해 보세요... 당장 당신일이 될수도 있습니다.당장 내자식일이 될수도 있습니다. 그런일이 생기면 연락주세요. 손가락질과 원망대신 맛있는 간식이라도 드리고 응원하고 위로 해 드릴게요...    그리고 관장님~!! 관장님 잘못아니예요~!! 누구보다 참되고 멋진 스승이십니다. 이런 상황에 가장 타격이 크시고 힘드실텐데  너무 존경스럽고  대단하십니다. 이런 바른생각을 가지고계신 관장님께 태권도를 배우는 아이들도 바르고 건강한 생각을 가지며 커가겠지요!! 힘내세요. 이렇게라도 항상 응원하겠습니다.~!!  쓰다보니 너무 긴글이되었네요. 읽어주셔서 감사합니다.  -----------------------------------------------------------------------------  조회수가 너무 높아서 놀랐어요..ㅎㅎ 한마디만 더 덧붙이고 싶어요~  사범님들~!!  격리하고 계시냐고 많이 힘드시죠?  재충전 하는 시간이라고 생각하시고 푹쉬시고 복귀하셔요~ 관장님께서 이렇게 하실수 있는건 사범님들께서 함께 항상 노력하시고  아이들을 바르게 지도해주셔서 가능한 일이라는거  아시죠..??  ^____^ 관장님.사범님들 모두 참된 스승이시고   아이들이 바르고 건강하게 커갈수있게 큰 도움을 주시는 훌륭한 분들이예요. 다시한번 말씀드리지만 누구의 잘못이 아니니 지난일은 툭툭털어 버리시고 화이팅 하세요~~!! 응원합니다~~!!!  화이팅~~!!!!!
57	ㅎㅎ	2022.01.13 13:13	567	0	0	5g 끄고자는 스위스인들	https://pann.nate.com/talk/364531619?page=2	ㅇㅇ(58.148)위에 기사에 보니 컴터 사용할때 마우스도 유선으로 사용하는게 좋대난 이어폰도 블투안쓰고 유선이어폰 씀.(블투 이어폰이 뇌암을 유발한다는 연구 본덕 있음)ㅇㅇ(1.225)http://pal.assembly.go.kr/law/readView.do?lgsltpaId=PRC_I2F1D0S9W2M3R1X7N2O9Y0A6N5V4R4#a5G 교체 악법 오늘까지 막자!!
58	익명	2022.01.08 19:10	809	4	0	울산 성남 유가네 닭갈비에서 돈 대...	https://pann.nate.com/talk/364458651?page=2	유가네 닭갈비에서 밥 시키고 기다리고 있었는데 3명에서 더치페이 하기로 했음 친구 한 명이 천원을 나한테 대신 내달라고 했는데 안 된다고 서로 장난 치고 있었음 근데 갑자기 직원 분께서 앞에 외국인 분께서 돈을 대신 내주신다고 했다는 거임 너무 당황해서 서로 일단 감사 인사라도 전하자 이러고 있는데 외국인 분께서 오셔서 콜라 3병 먹을 거냐고 물어보시는 거임 죄송해서 콜라는 괜찮다고 하고 감사하다고 했음 근데 내 친구가 왜 내주셨는 지 이유를 꼭 알아야겠다는 거임 그래서 먹다말고 따라 나가서 이유 물어봤는데 본인도 학생 때 돈 없어서 도움 받았다고 본인도 도와주면 기분이 좋다고 하셔서 너무 감동이었음 2022년 1월 8일 6시 좀 넘어서 울산 성남 유가네 닭갈비 돈 대신 결제해주신 외국인 분 너무 감사합니다!
59	ㅇㅇ	2022.01.04 10:33	481	0	2	송가인 위안부 피해 할머니 ...	https://pann.nate.com/talk/364396338?page=2	오늘 1/4(화) 12:00에 음원서비스를 통해 발표재능기부로 참여했다고 함
60	쌤고맙쌤	2022.01.03 19:24	573	0	0	[선생님 감사합니다.]이런 졸업식 ...	https://pann.nate.com/talk/364386380?page=2	안녕하세요~코로나로 여러분들 많이들 힘드시죠?  또 생계의 위협을 받고 있는 소상공인님들..  춥고 힘든 시기를 인내하고 계신데요ㅡ 그럼에도 버티고 이겨내며 하루하루 희망을 갖고 살아가고 있는 모습들을 보자면 가슴이 아프고 저리다가도 모두가 함께 이겨내고 있다고 생각하면 모두가 하나 된 것 같아 벅찬 마음도 듭니다.  요즘 졸업철이기도 하지요..  이 같은 시기 어렵게 학업을 마치고 학교를 떠나는 어린 학생들의 발걸음은 또 얼마나 무거울까? 하는 생각도 들어요.. 코로나로 인해 많은 학교가 비대면 졸업식을 하고 있는 줄로 알고 있어요.  오늘 경기도 화성의 서신중학교도 그리했었지요..졸업식 영상이 눈에 띄었고 보는 내내 흐뭇한 웃음이 계속 되었고 참 재밌는 장면인데 가슴이 벅차와 눈물이 나 다시보기를 연신하며 눈을 뗄 수가 없었습니다.3학년 1~2반 선생님이 나레이션 하셨고 졸업생 전 학생을 하나하나 소개하며 개성 넘치는 학생들을 치하하는 상을 주었습니다.맞아요 32명 학생이예요.. 많지 않은 학생들이요, 서로를 잘 아는 한 가족처럼 우애 깊은 아이들.. 그리고 선생님.  위하고 생각하는 마음이 졸업식 영상 속에 녹아있습니다. 학생 하나하나를 추억하며 그들의 개성을 드러낸 상을 주시는 선생님들의 정성과 노력이 담긴 이 영상, 안돼요, 저만 볼 수는 없는 거예요. 하지 말라는데 저 이곳에 자랑하고자 합니다. 문제 되면 제가 혼날게요..여러분들도 힘든 시기 가까운 이웃 간의 정을 돈독히 하시고 정  많이 쌓아나가시며 이겨내시기를 응원합니다.우리 학생들도 정 많은 선생님들을 떠나며 받은 영상 선물로부터 힘 얻고 힘차게 내일을 내딛게 될 테니까요..  함께 보아주시고 아이들의 힘찬 내일에 힘 실어주신 선생님들의 노고를 여러분들도  치하해 주세요.. 그리고 응원해 주세요. 감사합니다.영상을 찾아봐주세요. 감사합니다.너tu.be/8xYxKZ28ISk?t=2223너튜브.com/watch?v=8xYxKZ28ISk
